company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
SHENZHEN SD INTERNATIONAL SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,,,CHINA,,034665,,,SHENZHEN CITY 518000,,,"RM B, 16TH FL, BLDG H, SHENZHEN INT'L SOUTH CHINA DIGITAL VALLEY, MINXIN COMM., MINZHI SUB-DISTRICT",NVOCC,,2028-04-03,
"JCS INTERNATIONAL SUPPLY CHAIN MANAGEMENT CO., LTD",,,,CHINA,,034666,,,"SUZHOU, JIANGSU 215008",,,"ROOM 101, ZONE C NO. 62 HULIN ROAD, GUSU DISTRICT",NVOCC,,2028-04-08,
DSL USA INC,ANDY SOHN,,(762) 323-7312,UNITED STATES,,034671,,034671,SUWANEE,GA,30024,550 SUNSET PARK DR,NVOCC + FF,COO,2028-01-31,
PORTVELOCITY INTERNATIONAL LLC,NIRAJ KUMAR MAHAPATRA,,(323) 428-7614,UNITED STATES,,034672,,034672,WILLOWBROOK,IL,60527,5970 STEWART DRIVE APT. 4513,NVOCC + FF,MEMBER/MANAGER,2027-02-28,(217) 388-4279
"CML GRANDWILL LOGISTICS CO.,LTD.",,,,CHINA,,034673,,,QINGDAO 266100,,,"6 FLOOR CML TOWER,169 SHENZHEN ROAD LAOSHAN DISTRICT",NVOCC,,2028-04-09,
LUMINARY LOGISTICS SOLUTIONS LLC,TODD ALEXANDER,,(434) 466-0577,UNITED STATES,,034674,,024180,CHARLOTTESVILLE,VA,22901,698 BERKMAR CIRCLE,NVOCC + FF,PRESIDENT & CEO,2028-10-31,
"AIR CONTAINER LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,034676,,,SEOUL,,,"2-6F, AIR CONTAINER BUILDING 5 WORLD CUP BUK-RO 12AN-GIL, MAPO-GU",NVOCC,,2028-04-10,
"NINGBO GOOD-WIN SUPPLY CHAIN MANAGEMENT CO.,LTD.",,,,CHINA,,034677,,,"NINGBO, ZHEJIANG 315000",,,"ROOM 2-8-4, NO. 356 TONGJI ROAD JIANGBEI DISTRICT",NVOCC,,2028-04-10,
3PLUS LOGISTICS CO.,,,,"KOREA, SOUTH",,034678,,,SEOUL 04044,,,"6F, 16-4 YANGHWA-RO 8GIL, MAPO-GU",NVOCC,,2028-04-10,
"SY LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,034679,,,SEOUL 04147,,,"201-313 SK LEADERS VIEW, 8, BAEKBEOM-RO, 31-GIL, MAPO-GU,",NVOCC,,2028-04-10,
AIRLOG GROUP DENMARK A/S,,,,DENMARK,,034680,AIRLOG GROUP,,DRAGOR DK-2791,,,A.P. MOLLERS ALLE 9C,NVOCC,,2028-04-11,
DA PHUONG SHIPPING SERVICES COMPANY LIMITED,,,,VIETNAM,,034681,DNP SHIPPING,,HO CHI MINH CITY,,,"27B NGUYEN DINH CHIEU STREET, SAIGON WARD",NVOCC,,2028-04-11,
"JIANGSU SYNTRANS INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,034684,,,WUXI 214072,,,"17TH FL., BUILDING A, CHIWAY CENTER NO. 2168 WEST TAIHU RD., JIANGSU",NVOCC,,2028-04-15,
G-LOGISTICS TRADING SERVICE JOINT STOCK COMPANY,,,,VIETNAM,,034685,,,HO CHI MINH CITY,,,"COALIMEX BUILDING, 29-31 DINH BO LINH STREET WARD 14, BINH THANH DISTRICT",NVOCC,,2028-04-16,
BOLTCARGO (INDIA) PRIVATE LIMITED,,,,INDIA,,034689,,,MUMBAI 400059,,,"905, KANAKIA ATRIUM 2, BEHIND COURTYARD MARRIOTT ANDHERI EAST",NVOCC,,2028-04-17,
TRANSPORT SUPPORT HUBER & ELLER GMBH,,,,AUSTRIA,,034690,,,KEMATEN IN TIROL 6175,,,DR.-HELMUT-MARSONER-WEG 3C,NVOCC,,2028-04-18,
LUGO EXPRESS SERVICES LLC,MENCIDO LUGO,,(617) 938-8700,UNITED STATES,,034693,,033216,DORCHESTER CENTER,MA,02124,14 MASCOT STREET,NVOCC,MEMBER/PRESIDENT/CEO,2029-06-30,
CARGOPLANT,,,,BANGLADESH,,034696,,,DHAKA,,,"HOUSE-5 (3/A, 2ND FLOOR), ROAD-2, BLOCK-B, AFTAB NAGAR,",NVOCC,,2028-04-18,
"PLASGATE CO.,LTD",,,,CAMBODIA,,034697,,,PHNOM PENH 120101,,,GIA TOWER-16 FLOOR SOPHEAKMONGKUL ROAD TONLE BASAC CHAMKARMORN,NVOCC,,2028-04-18,
FELIKS LOGISTICS PRIVATE LIMITED,,,,INDIA,,034698,,,DELHI 100092,,,"210, ANSAL VIKAS DEEP BUILDING DISTRICT CENTRE, LAXMI NAGAR, EAST DELHI",NVOCC,,2028-05-01,
"SHENZHEN X-H SUPPLY CHAIN MANAGEMENT CO.,LTD.",,,,CHINA,,034700,,,SHENZHEN 518001,,,"BLDG B, RM 2801, S SECURITIES BLDG, NO. 2016 AND 2018, JABEI COMMUNITY, NANHUA ST, LUOHU DIST",NVOCC,,2028-04-22,
"BEYOND LOGIX, LLC",ANA CHAVARRO,,(833) 695-0046,UNITED STATES,,034701,,034701,DALLAS,TX,75251,8131 LYNDON B. JOHNSON FREEWAY SUITE 115,NVOCC + FF,OCEAN FREIGHT MANAGER,2028-01-31,(832) 382-8877
"GRAND OCEAN SHIPPING CO.,LTD",,,,CHINA,,034704,,,SHENZHEN 518000,,,"#10 DINGFENG MANSION, NO. 1036 BAOAN SOUTH ROAD, LUOHU DISTRICT",NVOCC,,2028-04-24,
"RIO LOGISTICS CO.,LTD",,,,CHINA,,034705,,,GUANGZHOU 523186,,,"ROOM 1904, BLDG. TI VANKE CTR. NO. 1080 HUANGPU EAST RD., HUANGPU DIST.",NVOCC,,2028-04-24,
VIA LOGISTIC GROUP INC,CYNTHIA VILLAFUERTE,,(305) 392-0605,UNITED STATES,,034706,,026311,MIAMI,FL,33166,6725 NW 36TH ST. SUITE 600,NVOCC,SECRETARY,2029-01-31,
ARNESH LOGISTICS LLP,,,,INDIA,,034707,,,MUMBAI 400059,,,"408 CTS-748/749/750 SHIVAI PLZ,MAROL COOP,TAKPADA AK RD,ANDHERI(E),BHD RAVI VIHAR HTL LN,MAROL NAKA",NVOCC,,2028-04-24,
"GUANGZHOU SPEED INT'L FREIGHT FORWARDING CO.,LTD",,,,CHINA,,034708,,,GUANGZHOU 510000,,,"RM. 1806-1807,GUANGZHOU INTL. ELECTRONICS TOWER 403 HUANSHI E. RD., YUE XIU DIST.",NVOCC,,2028-04-24,
RICOH INTERNATIONAL LOGISTICS (HK) LTD.,,,,HONG KONG,,034710,,,KWAI CHUNG,,,"UNITS 1-2, 18/F., TOWER 1, EVER GAIN PLAZA 88 CONTAINER PORT ROAD, N.T.",NVOCC,,2028-04-25,
"RICOH INTERNATIONAL FREIGHT FORWARDING (SHENZHEN) CO.,LTD.",,,,CHINA,,034712,,,SHENZHEN,,,"1501-01A&1504-08, WEST TOWER, ZHONGHANG CENTER NO.1018 HUAFU ROAD, FUTIAN DISTRICT",NVOCC,,2028-04-25,
"QINGDAO MCL WORLDWIDE INTERNATIONAL FREIGHT FORWARDING CO.,LTD",,,,CHINA,,034715,,,"QINGDAO, SHANDONG 266075",,,"ROOM1706,CHINA MERCHANTS BANK BUILDING NO. 36 HONGKONG MIDDLE ROAD",NVOCC,,2028-04-29,
GTS LOGISTICS PVT. LTD,,,,PAKISTAN,,034716,,,KARACHI,,,"606 & 607, 6TH FLOOR HORIZON TOWER BLOCK-3, CLIFTON",NVOCC,,2028-04-29,
"WECAN INTERNATIONAL LOGISTICS CO., LTD.",,,,TAIWAN,,034717,,,TAIPEI CITY 10663,,,"2F-1, NO. 285 SECTION 4 ZHONGXIAO EAST ROAD, DA'AN DISTRICT",NVOCC,,2028-04-28,
ALMENDARES COURIER SOLUTIONS INC.,YUREIBYS PEREZ,,(754) 308-6959,UNITED STATES,,034718,,034718,MIAMI,FL,33182,2000 NW 135TH AVE,NVOCC,"VP, VP OF GLOBAL OPERATIONS",2029-08-31,
INTEX INTERNATIONAL TRADING & CLEARING PRIVATE LIMITED,,,,INDIA,,034719,,,MUMBAI 400053,,,"418 MORYA ESTATE, LINK ROAD OPP. INFINITI MALL, ANDHERI WEST",NVOCC,,2028-05-01,
"SEADRAGON INTERNATIONAL LOGISTICS CO. , LTD.",,,,CHINA,,034720,,,"HANGZHOU, ZHEJIANG 310051",,,"ROOM 17464, NO. 260 JIANGSHU RD. XIXING ST. BINJIANG DISTRICT",NVOCC,,2028-05-01,
TEAM GLOBAL USA INC,HYUN SOOK (HELENA) LIM,,(657) 202-6299,UNITED STATES,,034722,,034722,CERRITOS,CA,90703,12750 CENTER COURT DR. STE 230,NVOCC + FF,SECRETARY/VICE PRESIDENT/DIRECTOR,2029-02-28,(657) 202-6864
"BLJ GLOBAL INVESTORS, CORP.",VILGUINS LOUISSAINT,,(561) 846-0934,UNITED STATES,,034723,BLJ AUTO BROKER,034723,BOYNTON BEACH,FL,33426,1025 GATEWAY BLVD SUITE 303-107,NVOCC + FF,TREASURER,2029-03-31,(561) 846-0934
KTS INTERMODAL LLC,UIJUN LEE,,(678) 551-3500,UNITED STATES,,034724,,034724,SUWANEE,GA,30024,5182 AURELIA TRAIL,NVOCC,EXECUTIVE DIRECTOR,2029-04-30,
CARGOMAX SHIPPING INDIA PRIVATE LIMITED,,,,INDIA,,034725,,,CHENNAI 600091,,,"DOOR NO.1 PLOT NO.3, 4 SHRI KANNA HOMES PALLAVAN STREET, PUZHUTHIVAKKAM, TAMIL NADU",NVOCC,,2028-05-15,
RULEWAVE GLOBAL LOGISTICS LLC,AMANDA BREAUX,,(832) 487-1070,UNITED STATES,,034726,,034726,HOUSTON,TX,77067,1045 GREENS PARKWAY,NVOCC + FF,OFFICER,2029-06-30,(281) 219-3096
"LINYI PORT CO.,LTD.",,,,CHINA,,034727,,,"LINYI (CITY), SHANDONG 276000",,,"LINYI PORT, SHUANGLING RD & HONGDA RD INTERCHANGE",NVOCC,,2028-05-06,
"DAESIN INTERNATIONAL EXPRESS CO., LTD.",,,,"KOREA, SOUTH",,034728,,,SEOUL,,,"11, WORLD CUP BUK-RO 16-GIL, MAPO-GU,",NVOCC,,2028-05-06,
"SUMMER WIN INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,034730,,,"SHANTOU, GUANGDONG 515047",,,"UNITS 1-8, 13/F, SHANTOU TEXTILE MANSION LONGHU DISTRICT",NVOCC,,2028-05-06,
"NTP INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,034731,,,SHANGHAI 200433,,,"RM. 1701, BLOCK A, 18 GUOBIN RD. YANGPU DISTRICT",NVOCC,,2028-05-06,
"SHANGHAI DS INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,034732,,,SHANGHAI 201508,,,"BUILDING 5, NO. 168, LANE 6495, TINGWEI ROAD JINSHAN INDUSTRIAL ZONE",NVOCC,,2028-05-06,
"CONTINENTAL LINK USA, LLC.",CATALINA MEJIA,,(786) 992-3810,UNITED STATES,,034734,,034734,DORAL,FL,33122,7500 NW 25TH STREET STE 237,NVOCC,MEMBER/MANAGER,2029-04-30,(786) 992-3810
LCX FREIGHT USA LLC,OMAR ZAMBRANO-OVIEDO,,(305) 592-2044,UNITED STATES,,034735,LCX FREIGHT,023006,MIAMI,FL,33126,1301 NW 84TH AVENUE SUITE 127,NVOCC + FF,CHIEF OPERATING OFFICER/MANAGER,2028-06-30,(305) 592-2054
EMINENCE FREIGHT SERVICES CORP.,,,,CANADA,,034737,,,TORONTO M9M 2E9,,,"2450 FINCH AVENUE WEST, UNIT 7, ONTARIO",NVOCC,,2028-05-08,
"CENTRANS GLOBAL CO., LTD.",,,,"KOREA, SOUTH",,034738,CGC,,BUSAN 48400,,,"#2905, 133 JEONPO-DAERO, NAM-GU",NVOCC,,2028-05-08,
PORT THE CONTAINER PRIVATE LIMITED,,,,INDIA,,034739,,,VADODARA 391410,,,"ARISTO AURA,4TH FLOOR,OFFICE NO. 408 TO 412, OPP SHANGHANI SKYZ, PRIYA CINEMA TO NAVRACHNA, GUJARAT",NVOCC,,2028-05-08,
"NINGBO WELL DONE SUPPLY CHAIN MANAGEMENT CO.,LTD",,,,CHINA,,034740,,,NINGBO 315000,,,"12TH FLOOR, BLOCK, ZHAOYIN BUILDING, NO. 15 LEIGONG LANE, YINZHOU DISTRICT",NVOCC,,2028-05-08,
BALANCE LOGISTICS INC.,,,,CHINA,,034742,,,SHENZHEN 518000,,,"8B, WEST BLDG., WENHUA BLDG., 1027 SHENNAN E. RD. LUOHU DISTRICT",NVOCC,,2028-05-08,
ASHRON FREIGHT SERVICES INC.,,,,CANADA,,034745,,,CHATEAUGUAY J6J 0E3,,,"330 BOULEVARD PIERRE-BOURSIER SUITE 1100, QUEBEC",NVOCC,,2028-05-09,
LESCHACO INDIA PRIVATE LIMITED,,,,INDIA,,034746,,,MUMBAI 400071,,,"509-513, ANURAG BUSINESS CENTRE, OFF. WAMAN TUKARAM PA TIL MARG, NEAR AMAR CINEMA, CHEMBUR",NVOCC,,2028-05-09,
"E GLOBAL SHIPPING LINE, LLC",ROOSEVELT ELIAS,,(281) 795-1010,UNITED STATES,,034747,,024085,CONROE,TX,77304,13921 HWY 105 W SUITE 150,NVOCC + FF,MEMBER,2028-05-31,(936) 588-1039
"J CONSOL LINE CO., LTD.",,,,"KOREA, SOUTH",,034749,J CONSOL LINE,,SEOUL 04167,,,"5F, ILJIN BLDG., 45, MAPO-DAERO, MAPO-GU",NVOCC,,2028-05-09,
GIRICK LOGISTICS PRIVATE LIMITED,,,,INDIA,,034750,,,NEW DELHI 110025,,,"LEVEL 2, ELEGANCE TOWER, JASOLA DISTRICT CENTRE",NVOCC,,2028-05-15,
"SHENZHEN HUAGUAN TECHNOLOGY LOGISTICS CO., LTD.",,,,CHINA,,034752,,,SHENZHEN 518000,,,"1501,BUILDING A,MINSHENG INTERNET BUILDING,NO.5073 MENGHAI AVENUE,NANSHAN STREET QIANHAI SHENZHEN SHE",NVOCC,,2028-05-14,
"ECL CO., LTD.",,,,"KOREA, SOUTH",,034753,ECL,,SEOUL 08507,,,"#918, 142, GASAN DIGITAL 1-RO, GEUMCHEON-GU",NVOCC,,2028-05-14,
TOP STAR SHIPPING USA INC.,YING (EVA) CUI,,(909) 646-2115,UNITED STATES,,034755,,034755,ROSEMEAD,CA,91770,"7808 HELLMAN AVE., STE.B",NVOCC,CEO/CFO,2027-05-31,(626) 918-3600
LGC RESOURCES SDN BHD,,,,MALAYSIA,,034757,,,SELANGOR DARUL EHSAN 42000,,,"LOT 1639, PERSIARAN RAJA LUMU, KAWASAN PERINDUSTRIAN PANDAMARAN, PELABUHAN KLANG",NVOCC,,2028-05-16,
"NINGBO FIRST SHIPPING SUPPLY CHAIN CO.,LTD",,,,CHINA,,034758,,,"NINGBO, ZHEJIANG PROVINCE 315040",,,"ROOM 1505, BLOCK B, HENGFU BUILDING NO.858 FUMING SOUTH ROAD YINZHOU DISTRICT",NVOCC,,2028-05-16,
"FOSHAN XIZHISHUN LOGISTICS CO. ,LTD",,,,CHINA,,034759,,,FOSHAN CITY 528000,,,"SHOP 142, PHASE 3, KANGGESI GARDEN, LIANGLE RD. GUJIAN, DALIANG TOWN, SHUNDE DISTRICT",NVOCC,,2028-05-16,
"AIRWAY EXPRESS CO., LTD.",,,,"KOREA, SOUTH",,034760,AIRWAY EXPRESS,,SEOUL 07797,,,"RM 720, 101 DONG, LOTTE CASTLE LEWEST WORKS 111 MA-GOKJUNGANG-RO, GANGSEO-GU",NVOCC,,2028-05-16,
US TRANS LLC,,,,GEORGIA,,034761,,,TBILISI,,,SHALVA NUTSUBIDZE ST82,NVOCC,,2028-05-19,
"EM GLOBAL CO., LTD.",,,,"KOREA, SOUTH",,034762,,,SEOUL 08502,,,"ROOM 1616, BANDO IVY VALLEY, 204,GASANDIGITAL 1-RO GEUMCHEON-GU",NVOCC,,2028-05-19,
"PRIME LINK INTERFREIGHT CO., LTD.",,,,THAILAND,,034763,,,RAYONG 21000,,,"90/56 MOO 6, CHOENG NOEN, MUEANG RAYONG",NVOCC,,2028-05-19,
"CTS E-COMMERCE LOGISTICS CO.,LTD",,,,CHINA,,034764,,,"SHENZHEN, GUANGDONG 518000",,,"RM701-1,W6 WAREHOUSE AUX BLDG,QIANHAI YIGANG CNTR NO.53 LINHAI AVE, NANSHAN ST, QIANHAI SHENZHEN HK",NVOCC,,2028-05-20,
CARGOSOL LOGISTICS LIMITED,,,,INDIA,,034765,,,MUMBAI 400069,,,"NEAR BINDRA HOTEL,3F,NO. 319,320,LODHA SUPREMOS MAHAKALI CAVES RD,ANDHERI E,SUBURBAN,MAHARASHTRA",NVOCC,,2028-05-20,
GO-GO FREIGHT LLC,KAWA AGHA,,(630) 345-0868,UNITED STATES,,034767,,034767,WARRENVILLE,IL,60555,"4320 WINFIELD RD, CANTERRA DEVELOPMENT SUITE 200, ROOM #276",NVOCC + FF,MEMBER/OPERATION MANAGER,2027-07-31,
SPEEDY INTERNATIONAL LOGISTICS CORP,ZUOXI (SEAL) ZHANG,,(619) 891-0003,UNITED STATES,,034768,,034768,EASTVALE,CA,91752,6702 MOONRIVER STREET,NVOCC,SECRETARY,2027-08-31,
RA COMEX TRADING USA CORP,ANDRE LUIZ DE SOUZA GONÇALVES,,(689) 680-3692,UNITED STATES,,034769,,034769,MINNEOLA,FL,34715,1858 SIERRA SUN WAY,NVOCC,PRESIDENT,2027-09-30,
"CARS LOADING, INC.",EYAD ODEH,,(832) 213-8778,UNITED STATES,,034770,,034770,HOUSTON,TX,77017,3925 GALVESTON ROAD,NVOCC,PRESIDENT,2028-10-31,(000) 000-0000
"MTS LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,034771,,,SEOUL 03173,,,"#401-402, 30 SAEMUNAN-RO 3 GIL, JONGNO-GU",NVOCC,,2028-05-22,
COGENT INTEGRATED SUPPLY CHAIN PTE. LTD.,,,,SINGAPORE,,034772,COGENT INTEGRATED SUPPLY CHAIN,,SINGAPORE 627545,,,"1 BUROH CRESCENT #6M - 01, COGENT 1. LOGISTICS HUB",NVOCC,,2028-05-22,
"GUANGZHOU TOP LDEAL YUNTONGDA INTERNATIONAL LOGISTICS AGENCY CO., LTD",,,,CHINA,,034773,,,GUANGZHOU CITY 510700,,,"ROOM 1128-1132, 983 HUANGPU AVENUE EAST,",NVOCC,,2028-05-22,
AGARWAL PACKERS AND MOVERS LIMITED,,,,INDIA,,034774,,,MUMBAI 400063,,,"53, 53/1, VISHWESHWAR NAGAR ROAD, GOREGAON EAST NEAR PRAVASI INDUSTRIAL ESTATE, MAHARASHTRA",NVOCC,,2028-05-22,
ZAINSO GLOBAL TRADE LLP,,,,INDIA,,034775,,,PUNE 411004,,,"SHIVANK,4 FL,OFF. NO.201,OFF. FC RD & APTE RD, OPP VENUS TRADERS,1225/G SHIVAJI NAGAR,MAHARASHTRA",NVOCC,,2028-05-22,
KRYPTON MARITIME SOLUTIONS USA LLC,MOHAMED CARIM,,(732) 207-7676,UNITED STATES,,034777,,034777,EAST BRUNSWICK,NJ,08816,"180 TICES LANE, BLDG. B 102C",NVOCC + FF,MEMBER,2028-07-31,
BEE LOGISTICS SCM PRIVATE LIMITED,,,,INDIA,,034778,,,NEW DELHI 110077,,,"UNIT NO. 421, 4TH FLOOR D-21, CORPORATE PARK DWARKA, SECTOR-21",NVOCC,,2028-05-28,
"SHENZHEN WHOLE LOGISTICS SUPPLY CHAIN MANAGEMENT CO., LTD.",,,,CHINA,,034779,,,SHENZHEN 518000,,,"3901,TOWER A,PHASE III, NORTH AREA, YIFANG CTR. NO. 99 XINHU RD., N12 AREA, HAIWANG COMM.",NVOCC,,2028-05-28,
"NINGBO WISH ONES SUPPLY CHAIN MANAGEMENT CO., LTD",,,,CHINA,,034781,,,"NINGBO,ZHEJIANG 315199",,,"ROOM702,NO.13,BUILDING7,SHIYI CENTER,FUMING STREET YINZHOU DISTRICT",NVOCC,,2028-05-28,
"DK GLOBAL LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,034782,,,BUSAN 48730,,,"704, 288, JUNGANG-DAERO, DONG-GU,",NVOCC,,2028-05-28,
"QINGDAO CHUHE YUNTONG SUPPLY CHAIN MANAGEMENT CO,LTD",,,,CHINA,,034783,,,"QINGDAO, SHANDONG 266071",,,"RM. 395, FL. 1, BLDG. B, BLDG. 12 NO. 288 NINGXIA RD., SHINAN DISTRICT",NVOCC,,2028-05-28,
"PARAMOUNT GLOBAL SERVICES, INC.",JAY GAMPLE,,(714) 690-3075,UNITED STATES,,034784,,027678,LA MIRADA,CA,90638,16430 PHOEBE AVENUE,NVOCC + FF,PRESIDENT/CFO,2028-08-31,(714) 690-3097
"DAEYANG INTERNATIONAL EXPRESS CO.,LTD",,,,"KOREA, SOUTH",,034786,,,"ANYANG-SI, GYEONGGI-DO 14051",,,"#208, 101-DONG, 41 BURIM-RO 169 BEON-GIL DONGAN-GU",NVOCC,,2028-05-28,
MENTOR FREIGHT INTERNATIONAL PRIVATE LIMITED,,,,INDIA,,034787,,,NEW DELHI 110037,,,"A294, THIRD FLOOR, ROAD NO.6, NH 8, MAHIPALPUR",NVOCC,,2028-05-28,
CASASCO & NARDI INC.,DESIREE OULKADI,,(201) 721-8591,UNITED STATES,,034788,,034788,HOBOKEN,NJ,07030,221 RIVER STREET,NVOCC + FF,"DIRECTOR, TREASURER",2028-08-31,
DSL USA INC.,SUBMIT AN APPLICATION REPLACEMENT REQUIRED,,(512) 638-0799,UNITED STATES,,034789,,034789,AUSTIN,TX,78759,12710 RESEARCH BLVD. SUITE 380,NVOCC + FF,,2028-09-30,(000) 000-0000
TRANSSAFE GLOBAL FORWARDING PRIVATE LIMITED,,,,INDIA,,034790,,,CHENNAI 600113,,,"UNIT 3A, ZENITH BUILDING, INTERNATIONAL TECH PARK THARAMANI",NVOCC,,2028-06-02,
"NINGBO OCEANLINK GLOBAL SHIPPING CO.,LTD.",,,,CHINA,,034791,,,"NINGBO, ZHEJIANG 315000",,,"1105, BUILDING 3, SHANGDONG, YINZHOU DISTRICT",NVOCC,,2028-06-02,
"QINGDAO JOINHOPE LOGISTICS CO., LTD.",,,,CHINA,,034792,,,"QINGDAO, SHANDONG",,,"ROOM 606-608, CHINA RAILWAY TINSTAO PLAZA A NO.383.DUNHUA ROAD, SHIBEI DISTRICT",NVOCC,,2028-06-02,
"NINGBO CENNEWLINE SHIPPING CO.,LTD",,,,CHINA,,034794,,,"NINGBO, ZHEJIANG 315100",,,"NO. 48 23-3, CAIHONG NORTH ROAD, YINZHOU DISTRICT,",NVOCC,,2028-06-02,
ELDAN CARGO 2000 LTD,,,,ISRAEL,,034796,,,HOLON 5885849,,,"26 HAROKMIM ST. AZRIELI BUSINESS CENTER, BLDG. D 5/F",NVOCC,,2028-06-02,
SKYSEA GLOBAL FREIGHT INC,ROBERTA CURY,,(786) 238-7594,UNITED STATES,,034797,,034797,MEDLEY,FL,33166,8373 NW 74TH ST,NVOCC + FF,DIRECTOR,2028-07-31,
WORLDWIDE LOGISTICS USA LLC,BOB CONNOR,,(267) 253-2169,UNITED STATES,,034798,,034798,EASTVALE,CA,92880,14909 SUMMIT DRIVE,NVOCC,MANAGER/CHIEF OPERATING OFFICER,2028-08-31,(267) 253-2169
ALLTRANS SHIPPING AND LOGISTICS LLP,,,,INDIA,,034799,,,BANGALORE 560043,,,"202AC, 1ST FLOOR, 3RD A CROSS, 2ND A MAIN KASTURI NAGAR",NVOCC,,2028-06-02,
TRANS-PRO LOGISTIC INC.,,,,CANADA,,034800,,,MONTREAL H2Y 2G3,,,"407 RUE MCGILL, SUITE 910, QUEBEC",NVOCC,,2028-06-02,
"SHENZHEN MODERN FUTURE LOGISTICS CO., LTD",,,,CHINA,,034801,,,SHENZHEN,,,"RM 2907K, BLDG 8, QIANHAI EXCELLENCE FIN CTR NO. 5109 MENGHAI AVENUE, NANSHAN SUSTRICT",NVOCC,,2028-06-03,
"SHANGHAI JIADEYI LOGISTICS CO., LTD.",,,,CHINA,,034802,,,SHANGHAI 201802,,,"ROOM 903, NO.1 BUILDING, NO.80 DEHUA ROAD JIADING DISTRICT",NVOCC,,2028-06-03,
"NINGBO UNION SHIPPING INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,034803,,,"NINBO, ZHEJIANG",,,"017, NO.68, HEJI STREET, YINZHOU DISTRICT",NVOCC,,2028-06-03,
"NINGBO INTERSTELLAR SHIPPING SUPPLY CHAIN CO., LTD",,,,CHINA,,034804,,,"NINGBO CITY, ZHEJIANG 315100",,,"ROOM 17-2-1, BUILDING 002, NO. 555 JINGJIA ROAD YINZHOU DISTRICT",NVOCC,,2028-06-03,
"KMTC LOGISTICS VIETNAM CO., LTD",,,,VIETNAM,,034805,KMTC LOGISTICS VN,,HO CHI MINH CITY,,,"# 605B, DIAMOND PLAZA 34 LE DUAN, SAI GON WARD",NVOCC,,2028-06-04,
"EMET LOGISTICS, INC.",HENRY PARK,,(424) 241-6719,UNITED STATES,,034807,,034807,TORRANCE,CA,90503,3820 DEL AMO BLVD #334,NVOCC,SECRETARY,2028-07-31,
LIGHT GLOBAL LOGISTICS LLC,IDELSA SANTOS,,(909) 919-3298,UNITED STATES,,034808,,034808,ST. PETERSBURG,FL,33702,7901 4TH ST. N SUITE 300,NVOCC + FF,MANAGER/COPORATE COMPLIANCE OFFICER,2028-07-31,(909) 755-0668
"WORLD EXPRESS LOGISTICS SHANGHAI CO., LTD",,,,CHINA,,034810,,,SHANGHAI,,,"1708, HAITONG SECURITIES TOWER, NO.689, GUANGDONG ROAD",NVOCC,,2028-06-04,
"KMTC LOGISTICS (CHINA) CO., LTD.",,,,CHINA,,034811,,,SHANGHAI,,,"#1702, TRINITY TOWER, NO. 575 WUSONG ROAD, HONGKOU DIST.",NVOCC,,2028-06-05,
ABBOTTS FREIGHT LLC,DENIL SHAH,,(631) 577-7996,UNITED STATES,,034813,,034813,MELVILLE,NY,11747,68 S SERVICE RD SUITE 100,NVOCC + FF,MANAGER,2029-03-31,
APEX NOVA WAY LLC,MARINA GALYUTINA,,(917) 299-9230,UNITED STATES,,034814,,034814,HOPATCONG,NJ,07843,259 MAXIM DRIVE,NVOCC + FF,OFFICER/SECRETARY,2029-04-30,(314) 271-3137
LOGICTICS INC,DOGAN EKER,,(201) 933-2800,UNITED STATES,,034815,,034815,CARLSTADT,NJ,07072,1 KERO ROAD,NVOCC + FF,DIRECTOR OF OPERATIONS,2029-05-31,(551) 284-0196
KLN FREIGHT (USA) INC.,VICKY CHEUNG,,(305) 594-0766,UNITED STATES,,034818,KERRY APEX (MIA),022122,DORAL,FL,33172,1530 NW 98TH CT #100,NVOCC + FF,CEO/DIRECTOR,2029-02-28,(305) 402-0637
TRANGO FREIGHT FORWARDING INC.,FEI GAO,,(926) 666-2578,UNITED STATES,,034819,,034819,OAKLAND GARDENS,NY,11364,6430 233RD ST FL 2,NVOCC + FF,CEO,2026-09-30,(926) 666-2578
LIFA LOGISTIK GMBH,,,,GERMANY,,034820,,,HOF 95032,,,GOTTLIEB-DAIMLER-STRASSE 2,NVOCC,,2028-06-05,
XPO MARITIME LOGISTICS,,,,PAKISTAN,,034821,,,KARACHI,,,"SUIT#803, 8TH FLOOR, PROGRESSIVE SQUARE SHAHRAH-E FAISAL, PECHS BLOCK 6",NVOCC,,2028-06-05,
DOM LOGISTICS ASSESSORIA EM COMERCIO EXTERIOR LTDA,,,,BRAZIL,,034822,,,SAO PAULO 05003-020,,,AVENIDA ANTARTICA 675,NVOCC,,2028-06-06,
